,target,text
1300,1,佛罗里达州的Marco岛发生了一件感人的事件：一只狗掉进运河，一群海豚便担起了救狗的责任，附近的居民听见海豚的声音，超级大声，出来一看，原来海豚们正驼着狗狗往安全地带游，他们赶紧报警，花了将近15个小时狗狗被消防人员拉出并与主人团聚。感谢附近的居民拍下这一张感人的照片。[心]（牛尔）
3271,1,必须转：🇺🇸美国护照中写着：“不管你身处何方，美国政府都是你强大的后盾”。🇨🇳在中国护照中写着：“请严格遵守当地的法律，并尊重那里的风俗习惯。” 微评：🇺🇸美国说：出去了有人欺负你，招呼一声，咱修理他！🇨🇳中国说：出去了老实点，听人家话，少给老子惹麻烦！
2616,1,爱尔兰某航空公司刚公布的新LOGO，我瞬间就邪恶了~
2976,1,洗车店老板潘先生患有忧郁症，因生意不景气情绪激动，邻居报警，公安局出动11名警察到场，潘当时正在家抱着19个月大的女儿，但警察根本不理会潘妻和在场群众的恳求，硬是朝潘和他女儿开枪扫射。最终可怜的父女俩身中300多枪身亡。警方表示，潘有酗酒史，女婴死警方不用负责。http://t.cn/zldTL2S
2219,0,[猫扑大杂烩]一幅图说明哈士奇和金毛的区别~~[哈哈] （图转）http://t.cn/zj7Xy56
151,1,【交通新规】2013年1月1日施行:1闯红灯，记6分，罚100元。2酒驾，5年内不得再考取驾照。3不系安全带，记3分，罚100元。4副驾不系安全带，记1分，罚50元。5行驶中拨打手机，记3分，罚100元。6行驶中抽烟，记1分，罚100元。7有意遮挡号牌，记12分，顶额处罚。8超速驾驶，记6分。扩散给大家!「广州日报」
2405,1,【耶鲁大学校长：中国大学是人类文明史上最大的笑话】 http://t.cn/zTba5Y9 曾任耶鲁大学校长的小贝诺•施密德特，日前在耶鲁大学学报上公开撰文批判中国大学，引起了美国教育界人士对中国大学的激烈争论。
2059,0,【日媒称轻微处分拔旗事件当事人系日中共同想法】日本共同社昨日发文称，关于日本驻华大使座驾遇袭事件，中方4日对嫌疑人处以轻微处分而没有起诉是基于日中共同想法，避免走司法程序造成拖延以便尽早结束事端。文章说，日本正协调在亚太经合组织首脑会议上举行日中首脑会谈。http://t.cn/zWgUpVs
3278,0,突然想起一件让我甚是得意的事情，前天参加墨村演出前化妆师给我化妆的时候很惊讶的跟我说，你皮肤真的好好哎，给你化妆感觉是在给女孩化一样，粉一下就韵开了，心都乐成花了，我可以臭不要脸一下不[偷乐]
1358,0,司马南:中堂大人，马关、中法条约都是您签的字，伊藤博文对您的评价甚高，国人据此说您是卖国贼，您有何感想？ 李鸿章:中国是一个又老又破的房子，我只是一个裱糊匠。 司马南: 镇压太平天国总是历史罪过吧？ 李鸿章:江苏巡抚，又兼通商大臣，这活儿只能我来干。
1709,1,文章这都抄袭，妄顾了文章这个名字啊！
61,1,各位同胞们注意了，最近内地拐卖份子阵地转移到西藏了，他们利用藏族人的同情心，通过问路或迷路等方式，拐走中小学女生，西藏各地已发生失踪女学生多起，希望我们政府注重这些问题，警力转移到这些事上，充分利用各路的检查站，让犯罪分子有来无回！不要赞，请转发。
422,1,"【请记住：轮奸要第一个上!】76人律师团领队、法律大学副校长张爱国教授对媒体表示,李天一因是第一个与被害女子发生关系,所以不构成轮奸罪,只是以判罚较轻的强奸罪批捕,这是律师团所有成员共同努力的结果。记住啊,轮奸要第一个上!（叫兽哦）转"
2543,1,这是人民当家做主的社会吗？@求人证: 【活埋】活埋是战争时常用的手段。因为省力，速度也快。战争里的活埋，都是叫战俘自己挖坑，有时会先杀死俘虏再把他们推下去，但时间不够的时候，就直接把他们推进去以后盖土。现在有些钉子户，为了抗议拆迁，会把自己活埋，然后只露出头部。这是现代社会的悲哀。
1537,1,城管群殴一名勤工俭学的学生将其打死！天涯社区网：2013年7月26日8点，四川省万源市河街一名靠卖野生蘑菇挣学费的17岁学生，被一群城管群殴，其中一名城管用秤砣击打学生头部数下，导致大量出血在送往医院抢救的途中不治身亡，一个17岁少年梦想才刚刚起步，就这样断送在这群野狼的手中！
1888,1,"很少转发,只是刚在qq群里忽然对这小孩生出恻隐之心...真心希望能帮到他..."
1894,1,【[话筒]注意：拔掉电源才能接电话！[泪]】几天前，一小伙在家中给手机充电。电话铃响，他沒拔下充电器便接听。结果，几秒之后，悲剧发生了：强大电流通过电源流过手机，年轻人被击倒在地，待父母冲入房间，他已失去意识，心跳微弱，手指烧焦。——教训惨痛，请转亲朋好友，切记！切记！！！[泪]
2094,0,【维尼真爱工会】2013年6月1日，我们再次闯进这盈满幸福感的夏天。那些关于KHUNTORIA的美好愿望，珍重地供奉在期盼的目光里，时光久远，恍若在岁月里积满了尘土。被爱和幸福包围填满的青春，用真诚的心去热爱，纵然年华老去记忆依然美好。致我们爱的他和她，致我们终将逝去的青春#维尼夫妇三周年快乐#
29,1,好心人帮忙转发下！昨日福建省泉州市警察局抓到几个拐卖小孩犯罪团伙，现场获救了一名5岁的小孩。因他还小，说不清楚自己家的详细地址，他是云南昭通市人！福建省泉州市公安局、也许你简简单单的转发，就能帮他找到他的家人。让他们一家团圆！请看到的每一个朋友都能帮忙转一下！就是这位小男孩
2083,0,是教育的成功还是失败？绝对真事。一朋友是教师，一日上街买菜，和一小贩发生争执，一小混混（老师曾经的学生）过来了，上去就给小贩一巴掌。然后对老师说：X老师这里是我罩着的，以后有什么问题找我。(转)
1807,0,【周杰伦染金发秀肌肉：哥练的是毅力】近日，周杰伦新专辑全新造型引发热议。一头白发被吐槽像越南洗剪吹组合，而傲人的八块腹肌也被指尺度过大。今日首次以新造型来内地开唱的周杰伦，通过舞蹈老师@小麥MAI 的微博自曝八块肌肉得来不易，“哥练的不是肌肉，练的是毅力。”http://t.cn/zjtug22 (新娱)
1338,0,继《敬爱的仓老师》之后，时隔很久，为大家带来第二弹众星激情朗诵视频《黑心厂商们滚蛋吧》；毒高汤、毒蔬菜、毒胶囊...从建材造假到食品造假到医药造假…其实我们要求很低，只想健康的活着，可是为什么，这个要求很奢侈...@优酷网 @优酷搞笑 http://t.cn/zOWqsNy
195,0,120914完全娱乐----120914 完娛-台南國際友好音樂節-SJM http://t.cn/zlPo4Vr 【有觅觅和厉旭、银赫合唱《爱不单行》的部分，我们觅觅的高音啊，已经到了神仙画画的地步了太好听太催泪鸟[泪流满面]】
79,1,20年前，中国有公务员1000多万，经过20年的不泄努力，终于精简到了5700万，取得了巨大成绩。
2370,0,【[赞]女孩列车上为肺癌老人人工呼吸】20日，在青岛前往福州的K67次列车上，一名60岁重病老人突然晕厥。一名身着黑毛衣的女孩赶快上前为老人做人工呼吸，急救时间长达一刻钟。面对赞扬，女孩只说，自己是学医的学生，这是她应该做的。女孩约20多岁，听说在安徽学医。http://t.cn/zjpxork
2383,0,【回到原点】去年此时，南都有评：“心怀不满”在重庆居然成为罪行，事起《重庆晨报》三记者因在网上“言行不端”被重庆警方调查；今年昨日，此评重现猫眼，至于个中原因，彼此心知肚明。一年之前，有罪名曰“心怀不满”；一年之后，任时光匆匆流逝仍回到原点。感谢作者@五岳散人 http://t.cn/aoDfjv
939,0,今天我忙著其他事，沒進演藝廳裡，當忙完後臨演都出場了，我靜靜的靠進門邊看著舞台上的亞綸跟著樂團一起演奏，一點都不像演戲，聽著樂團的樂聲，看著亞綸的身影，我眼淚差點掉下來，多震撼的臨場感，多欣慰的畫面，亞綸真的超厲害，很有首席的架勢真的帥慘了，他對小提琴心血的投入真的有目共睹啊!
1767,0,传说南方孩子说不了这个：蓝教练是女教练，吕教练是男教练。蓝教练不是男教练，吕教练不是女教练。蓝南是男篮主力，吕楠是女篮主力。吕教练在男篮训练蓝南，蓝教练在女篮训练吕楠。（BY人人网友）
1701,0,真正爱你的男人会在你面前摘下他成熟的面具！「via 猫妮儿」
2847,0,五月天自爆「倒數第三張」 瑪莎：因為沒婚訊可以宣佈:五月天24日凌晨舉辦慶功宴，大方的向公司同仁表示，要把6個獎項的60萬獎金通通捐出來。不過本來五月天承諾，「只要7個獎全拿，就幫大家加薪。」後來唯獨阿信錯失最佳作詞人獎。一提到此事，怪獸馬上伸出手，搞笑的向阿信說：「謝謝你！」........
1103,0,他是距离唐山仅65公里的青龙县委书记，1976年唐山大地震前夕，他顶着摘乌纱帽的风险拍了板，向全县预告地震灾情。7月25日，青龙县的人几乎全被赶到室外生活。7月28日，唐山全城毁灭，死24万人以上。青龙毁坏房屋1.8万间，完全坍塌7300余间，万幸！47万人无一伤亡。他用权力救了47万人！他是冉广岐！转
1279,0,看了新闻感慨：大运会火炬，怎么跟烤土豆片儿似的，中间还有彩椒和洋葱 ~
2485,0,#娱在济南#【芙蓉馆】馆内青砖小瓦，飞檐斗拱，朱漆大门，古色古香，并配以绕梁三日，经久不息之古典音乐，世俗文化与高雅文化的高度融合。在这里还能欣赏到曲艺名家的表演，相声、小品、曲艺杂谈，应有尽有。品着芙蓉泉沏的茶，领略老济南精气神之韵味，听曲艺人的说学逗唱，心动了吗？@芙蓉馆 by15
1085,1,【 #尼古拉斯•凯奇因滑雪意外事故死亡#】[蜡烛]   http://t.cn/zjDEOJA  @新浪娱乐
1428,0,60岁的摄影师Keren Su在加拿大东部发现了这只格陵兰海豹，“我必须趴在冰上给它照相，不然人类这么大的体格可能会吓着它。每日和海豹相处的时间很有限，我必须让它们熟悉我身上的气味，然后才能靠近，这一切非常值得，一旦海豹放松下来，它就会以最可爱的方式呈现在你面前。”   
1080,0,我大南哪的妹子真是威武雄壮啊，来看看南哪妹子在仙林大雪滚棉被的视频吧，感觉此妹子要火噢！！【视频：学校下雪啦】 （分享自 @优酷网） http://t.cn/8FH4Po3 
693,0,#央视微评#【“为生命让行”应为交通铁律】今晨，南京卫岗隧道，所有社会车辆都靠边缓行，为一辆救护车让路。避让急救车，既是法规要求，也应是汽车时代的文明自觉。但现实中，以各种理由拒避让的现象并不鲜见，甚至造成过悲剧。对比之下，南京的这一幕风景才更具标本价值：生命至上，应是交通铁律。
2970,1,今天终于亲眼见到了城.管暴力执法，真是往死里打啊！一群年轻力壮的城.管围殴一个板车小贩，而且下死手，根本不管是不是要害。图中人已经被按在车上了，后脑、脊柱等致命部位暴露无遗。如果不是围观群众上来解围恐怕非死即残。山东那哥们必然也是这么被打残废的。操，谁他妈给你们权力这么对待老百姓的 ​
2066,1,"[腾讯加薪]刚刚腾讯的老同事告诉我,所有员工工资上涨30%以上!腾讯V5"
